#AdjRefG: Iteration 4 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   1.119632E+01    1.635368E+01   -9.619236E+00   -1.303357E+01   1.119632E+01    1.635368E+01   -9.619236E+00   -1.303357E+01 
   1.008442E+01    1.640060E+01   -8.986395E+00   -1.353908E+01   1.008442E+01    1.640060E+01   -8.986395E+00   -1.353908E+01 
   8.349896E+00    1.618267E+01   -8.338460E+00   -1.392507E+01   8.349896E+00    1.618267E+01   -8.338460E+00   -1.392507E+01 
   6.351694E+00    1.557924E+01   -7.408692E+00   -1.396836E+01   6.351694E+00    1.557924E+01   -7.408692E+00   -1.396836E+01 
   4.506500E+00    1.456388E+01   -5.987434E+00   -1.343616E+01   4.506500E+00    1.456388E+01   -5.987434E+00   -1.343616E+01 
   3.172980E+00    1.322542E+01   -3.981021E+00   -1.220764E+01   3.172980E+00    1.322542E+01   -3.981021E+00   -1.220764E+01 
   2.547498E+00    1.175396E+01   -1.431479E+00   -1.037333E+01   2.547498E+00    1.175396E+01   -1.431479E+00   -1.037333E+01 
   2.606268E+00    1.039084E+01    1.495951E+00   -8.264528E+00   2.606268E+00    1.039084E+01    1.495951E+00   -8.264528E+00 
   3.114589E+00    9.355166E+00    4.541789E+00   -6.388943E+00   3.114589E+00    9.355166E+00    4.541789E+00   -6.388943E+00 
   3.702312E+00    8.770479E+00    7.383486E+00   -5.284717E+00   3.702312E+00    8.770479E+00    7.383486E+00   -5.284717E+00 
   3.983236E+00    8.618021E+00    9.663699E+00   -5.339530E+00   3.983236E+00    8.618021E+00    9.663699E+00   -5.339530E+00 
   3.682030E+00    8.736803E+00    1.102121E+01   -6.639329E+00   3.682030E+00    8.736803E+00    1.102121E+01   -6.639329E+00 
   2.729800E+00    8.876059E+00    1.113518E+01   -8.904982E+00   2.729800E+00    8.876059E+00    1.113518E+01   -8.904982E+00 
   1.299327E+00    8.787515E+00    9.788927E+00   -1.154555E+01   1.299327E+00    8.787515E+00    9.788927E+00   -1.154555E+01 
  -2.305590E-01    8.329098E+00    6.946102E+00   -1.381510E+01  -2.305590E-01    8.329098E+00    6.946102E+00   -1.381510E+01 
  -1.370993E+00    7.544107E+00    2.816754E+00   -1.502213E+01  -1.370993E+00    7.544107E+00    2.816754E+00   -1.502213E+01 
  -1.652164E+00    6.683916E+00   -2.118715E+00   -1.472148E+01  -1.652164E+00    6.683916E+00   -2.118715E+00   -1.472148E+01 
  -7.500965E-01    6.157721E+00   -7.155544E+00   -1.282599E+01  -7.500965E-01    6.157721E+00   -7.155544E+00   -1.282599E+01 
   1.421842E+00    6.415766E+00   -1.148945E+01   -9.605617E+00   1.421842E+00    6.415766E+00   -1.148945E+01   -9.605617E+00 
   4.678571E+00    7.795862E+00   -1.440047E+01   -5.583227E+00   4.678571E+00    7.795862E+00   -1.440047E+01   -5.583227E+00 
   8.592175E+00    1.037916E+01   -1.544843E+01   -1.372138E+00   8.592175E+00    1.037916E+01   -1.544843E+01   -1.372138E+00 
   1.257451E+01    1.390392E+01   -1.461808E+01    2.483191E+00   1.257451E+01    1.390392E+01   -1.461808E+01    2.483191E+00 
   1.599246E+01    1.777314E+01   -1.235891E+01    5.610504E+00   1.599246E+01    1.777314E+01   -1.235891E+01    5.610504E+00 
   1.828939E+01    2.116591E+01   -9.493071E+00    7.832921E+00   1.828939E+01    2.116591E+01   -9.493071E+00    7.832921E+00 
   1.908731E+01    2.323046E+01   -7.006577E+00    9.123120E+00   1.908731E+01    2.323046E+01   -7.006577E+00    9.123120E+00 
   1.825030E+01    2.330942E+01   -5.779909E+00    9.526581E+00   1.825030E+01    2.330942E+01   -5.779909E+00    9.526581E+00 
   1.589884E+01    2.113310E+01   -6.338142E+00    9.099311E+00   1.589884E+01    2.113310E+01   -6.338142E+00    9.099311E+00 
   1.237477E+01    1.692189E+01   -8.698963E+00    7.891254E+00   1.237477E+01    1.692189E+01   -8.698963E+00    7.891254E+00 
   8.166367E+00    1.136276E+01   -1.236796E+01    5.978688E+00   8.166367E+00    1.136276E+01   -1.236796E+01    5.978688E+00 
   3.810323E+00    5.461030E+00   -1.648394E+01    3.520683E+00   3.810323E+00    5.461030E+00   -1.648394E+01    3.520683E+00 
  -2.080127E-01    3.061870E-01   -2.006881E+01    7.997706E-01  -2.080127E-01    3.061870E-01   -2.006881E+01    7.997706E-01 
  -3.535031E+00   -3.183276E+00   -2.230344E+01   -1.787783E+00  -3.535031E+00   -3.183276E+00   -2.230344E+01   -1.787783E+00 
  -5.993441E+00   -4.464560E+00   -2.274439E+01   -3.803469E+00  -5.993441E+00   -4.464560E+00   -2.274439E+01   -3.803469E+00 
  -7.583602E+00   -3.469718E+00   -2.141829E+01   -4.880720E+00  -7.583602E+00   -3.469718E+00   -2.141829E+01   -4.880720E+00 
  -8.445462E+00   -5.774711E-01   -1.877227E+01   -4.839110E+00  -8.445462E+00   -5.774711E-01   -1.877227E+01   -4.839110E+00 
  -8.795479E+00    3.524678E+00   -1.550635E+01   -3.750439E+00  -8.795479E+00    3.524678E+00   -1.550635E+01   -3.750439E+00 
